time,ID,USD,generation,color,is_fancy,is_exclusive,fancy_type,is_prestige,prestige_type,prestige_ranking,fancy_ranking,prestige_time_limit,enhanced_cattributes_eyes,enhanced_cattributes_pattern,enhanced_cattributes_body,enhanced_cattributes_mouth,enhanced_cattributes_colorprimary,enhanced_cattributes_colorsecondary,enhanced_cattributes_colortertiary,enhanced_cattributes_coloreyes,status_cooldown_index,status_is_ready,status_is_gestating,purrs_count,purrs_is_purred,watchlist_count,watchlist_is_watchlisted
,16760,0.09,19,strawberry,False,False,,False,,,,,sphynx,strawberry,thicccbrowz,luckystripe,dali,cloudwhite,coffee,granitegrey,9,True,False,0,False,0,False
,85019,0.09,4,chestnut,False,False,,False,,,,,cymric,chestnut,crazy,totesbasic,happygokitty,salmon,coffee,kittencream,3,True,False,0,False,0,False
,162858,0.09,11,mintgreen,False,False,,False,,,,,cymric,mintgreen,googly,totesbasic,saycheese,orangesoda,skyblue,granitegrey,5,True,False,1,False,0,False
,135018,0.09,8,chestnut,False,False,,False,,,,,ragamuffin,chestnut,raisedbrow,luckystripe,whixtensions,cloudwhite,skyblue,granitegrey,4,True,False,0,False,0,False
,238126,0.09,6,strawberry,False,False,,False,,,,,ragamuffin,strawberry,crazy,totesbasic,saycheese,cloudwhite,royalpurple,granitegrey,3,True,False,0,False,0,False
,109396,0.09,13,strawberry,False,False,,False,,,,,chartreux,strawberry,crazy,spock,happygokitty,cloudwhite,lemonade,emeraldgreen,7,True,False,0,False,0,False
,104270,0.09,18,chestnut,False,False,,False,,,,,cymric,chestnut,simple,spock,soserious,cloudwhite,lemonade,bloodred,12,True,False,0,False,0,False
,43716,0.09,7,bubblegum,False,False,,False,,,,,sphynx,bubblegum,raisedbrow,totesbasic,tongue,greymatter,barkbrown,granitegrey,7,True,False,0,False,0,False
,97027,0.09,12,limegreen,False,False,,False,,,,,sphynx,limegreen,crazy,totesbasic,soserious,orangesoda,swampgreen,granitegrey,6,True,False,1,False,0,False
,107023,0.09,4,sizzurp,False,False,,False,,,,,himalayan,sizzurp,simple,totesbasic,soserious,mauveover,scarlet,granitegrey,3,True,False,0,False,0,False
,208373,0.09,4,strawberry,False,False,,False,,,,,himalayan,strawberry,simple,totesbasic,saycheese,shadowgrey,royalpurple,kittencream,2,True,False,0,False,0,False
